SS;Tarefa;Ordem;Proprietário;Tipo;Serviço;Status;Data;Valor;Cod_Problema;Problema;Sumário;Assunto;Descrição;Cod_Resolução;Resolução;Posto;Chassi;Série;Descrição.1;RTM;Bandeira;Endereço;Mantenedor;Cliente;Resolvido;Sumário da Resolução;Aging1;Aging2
8062077;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE REMOTO AUTOMAÇÃO;FECHADO;06/06/2025 08:34:08;000;WAY-198;OUTROS;[SRA] REALIZADO ACESSO REMOTO PARA TROCA DE IP DO SYNERGY;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 08:36:00;REALIZADO ACESSO REMOTO E CONFIGURADO IP CONFORME SOLICITADO PELO CLIENTE;0;0
8062087;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE TECNICO AUTOMAÇÃO;FECHADO;06/06/2025 08:37:57;000;WAY-198;OUTROS;[STA] TÉCNICO HELENO, ENTROU EM CONTATO SOLICITANDO ORIENTAÇÃO DE CONFIGURAÇÃO DE MAGLINK;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 08:55:00;ORIENTADO O TÉCNICO A REALIZAR A CONFIGURAÇÃO;0;0
8062085;92669378;;Simões, Wanderley;BOMBA;GARANTIA TÉCNICA;FECHADO;06/06/2025 08:38:38;21500;WAY-63;CÓDIGO DE ERRO NO DISPLAY;[GT][RTM][SR] SUPORTE REMOTO - BOMBA APRESENTA ERRO 501, ERRO REFERENTE A ABERTURA DE PORTA DO GABINETE ELETRONICO.;POR GENTILEZA, SEGUIR COM SCRIPT DE ACESSO REMOTO (501/503).;CONTATO: WELTON TELEFONE: (86) 98142-8201;WAY-211;CPU - CORREÇÃO DE ERRO;S P MAGALHAES EMPREENDIMENTOS LTDA;817568;W7HXH-4028132;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)22-22S - 4028132 - H(N/LU)22-22S/BRSHL/A2C2F2F4F12G6H7XBXJ2XL3YC//A2B5C11E3F2G4L4M/A7B2C2M3/AF2/40,RED;40,RED;40,BLU;40,BLU";RTM;SHELL;AVENIDA, JOAO XXXIII, 1520, , SAO JOAO, TERESINA, PI, BR, BR, 64045380;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;S P MAGALHAES EMPREENDIMENTOS LTDA;17/06/2025 07:12:00;Após a retirada do erro 501, a bomba foi testada e permaneceu operando normalmente, sendo deixada em pleno funcionamento ao término do atendimento técnico.;7;7
8062111;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE REMOTO AUTOMAÇÃO;FECHADO;06/06/2025 08:58:17;000;WAY-198;OUTROS;[SRA] SOLICITADO SUPORTE PELA NPX PARA CONFIGURAÇÃO SYNERGY;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 09:01:00;REALIZADO ACESSO REMOTO E CONFIGURADO TODO O EQUIPAMENTO;0;0
8062117;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE TECNICO AUTOMAÇÃO;FECHADO;06/06/2025 09:02:25;000;WAY-198;OUTROS;[STA] SOLICITADO SUPORTE PELO CLIENTE POSTO JARAU;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 09:04:00;FOI ORIENTADO AO CLIENTE SOBRE A LIGAÇÃO DO EQUIPAMENTO, ESTA INVERTIDA FISICAMENTE;0;0
8062121;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE TECNICO AUTOMAÇÃO;FECHADO;06/06/2025 09:05:12;000;WAY-198;OUTROS;[STA] SOLICITAÇÃO DE INFRA ESTRUTURA AEROPORTO RAIZEN RECIFE;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 09:07:00;ORIENTADO O CLIENTE SOBRE A INFRA ESTRUTURA NECESSARIA PARA A INSTALAÇÃO;0;0
8062123;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE TECNICO AUTOMAÇÃO;FECHADO;06/06/2025 09:07:36;000;WAY-198;OUTROS;[STA] SOLICITADO APOIO NA INSTALAÇÃO DE MAGLINK PELO EPASCOAL;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 09:09:00;FOI ORIENTADO O TECNICO A COMO REALIZAR A LIGAÇÃO DOS CABOS ENTRE O MAGLINK E RECEIVER;0;0
8062127;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE REMOTO AUTOMAÇÃO;FECHADO;06/06/2025 09:09:59;000;WAY-198;OUTROS;[SRA] SOLICITADO SUPORTE PELO CLIENTE POSTO FAMI PARA NANO;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 09:11:00;REALIZADO ACESSO REMOTO E RECONFIGURADO RELATORIO DE ENVIO DE EMAIL NO NANO;0;0
8062171;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;06/06/2025 09:11:42;0;WAY-198;OUTROS;[STB] CLIENTE NEUBER ENTROU EM CONTATO INFORMANDO QUE BICOS DE DESCARGA DE DIESEL S10 NÃO LIBERAM PRODUTO. MOTOR SEQUER ESTÁ GIRANDO A COMPACTA (ACIONA MAS TRAVADO).;;;WAY-OUTROS;WAY-OUTROS;AUTO POSTO IPANEMA II LTDA;812112;W7GCEN-3998108;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2204P - 3998108 - 3/G2204P/BRIPNI/A3G6H7//B3C4E3G4L4/A7C2/F2/40,BLU40,BLU40,BLU40,BLU;;;RODOVIA, GO 070, SN, KM 56 MARGEM DIREITA, AREA RURAL DE INHUMAS, INHUMAS, GO, BR, BR, 75408899;;AUTO POSTO IPANEMA II LTDA;06/06/2025 17:13:00;VERIFICADO MODO DE FALHA, HISTORICO E LOCALIZAÇÃO CONDIZENTE COM BORRA DE DIESEL TEMA ESCALADO PARA O COMERCIAL.;0;0
8062149;92669404;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 09:40:00;0;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 06/06/2025;Partida inicial na bomba modelo: S(NL/ID)22-211GS-S.815073;CNPJ: 41.640.211/0001-76 CONTATO: José Américo TELEFONE: (91)99122-0344  Partida inicial na bomba modelo: S(NL/ID)22-211GS-S.815073 **Adicionar a partida desta bomba ao chamado: 8059961;WAY-304;PARTIDA INICIAL;ATEMS DISTRIBUIDORA DE PETROLEO SA;815073;W7HX1-4015347;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - S(NL/ID)22-211GS - 4015347 - S(NL/ID)22-211GS/BRATEM/A3F2F4F12G6H7XJ2XL3/P2/A4B5C11E3L4/A7B2C2M3P8XD/F2/70,BLK;70,BLK";;;RUA, PAJURA, 103, , VILA BURITI, MANAUS, AM, BR, BR, 69072065;CAMPOS, SANDREIA - CONSTRUTORA CENTAURUS DO BRASIL LTDA;ATEMS DISTRIBUIDORA DE PETROLEO SA;06/06/2025 11:55:00;PI REALIZADA COM SUCESSO.;0;1
8062165;;;QUIRINO, RICARDO;AUTOMACAO;SUPORTE TECNICO AUTOMAÇÃO;FECHADO;06/06/2025 10:01:10;000;WAY-198;OUTROS;[STA] SOLICITAÇÃO DO SAW PARA EMISSÃO DE NF;;;WAY-OUTROS;WAY-OUTROS;WAYNE DRESSER;;;-;;;, , , , , , , , ,;;;06/06/2025 10:03:00;ORIENTADO O SAW SOBRE A EMISSÃO DE NF PARA DEVOLUÇÃO DE PEÇAS;0;0
8062173;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;06/06/2025 10:20:41;0;WAY-198;OUTROS;[STB] CLIENTE MATEUS ENTROU EM CONTATO COM DUVIDAS TÉCNICAS SOBRE MOTOR AQUECENDO. COLOCOU TÉCNICO QUE FAZ MANUTENÇÃO NO POSTO NA LINHA.;;;WAY-OUTROS;WAY-OUTROS;JOSE DE JESUS LAMAR NETO EIRELI;671144;W7HXH-3583411;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(W/LU)33-33ES - 3583411 - H(W/LU)33-33ES/BRWG/A2C2F2F4F12G6H7XJ2XL3//A2B5C3E3L4/B2C2KM3P5/AF2/40,40,B,40;;;AVENIDA, MAGALHAES DE ALMEIDA, 775, LETRA A, CENTRO, COROATA, MA, BR, BR, 65415000;;JOSE DE JESUS LAMAR NETO EIRELI;06/06/2025 10:22:00;TÉCNICO FOI ORIENTADO SOBRE OS PROCEDIMENTOS DE TESTE NO MOTOR E CAUSAS RAIZES PARA AQUECIMENTO, COMO COMPACTA TRAVADA DEVIDO SUJEIRA, PRESSÃO ELEVADA NO BYPASS, ETC. ORIENTADO SOBRE FUNÇÃO 43.;0;0
8062217;92669435;;Lucas, Jefferson Monteiro da Silva;BOMBA;GARANTIA TÉCNICA;FECHADO;06/06/2025 11:21:25;110250;WAY-189;TUBULAÇÃO INTERNA - VAZAMENTO;[GT][RTM] EQUIPAMENTO APRESENTA VAZAMENTO NA PARTE INTERNA DO GABINETE HIDRAULICO REFERENTE AO PRODUTO DE ETANOL - SEGUIR COM ENDEREÇO NA DESCRIÇÃO.;[GT][RTM] EQUIPAMENTO APRESENTA VAZAMENTO NA PARTE INTERNA DO GABINETE HIDRAULIC;ATENÇÃO: EQUIPAMENTO COM PRAZO DE GARANTIA ATIVO APENAS PARA BLOCO MEDIDOR, UNIDADE BOMBEADORA COMPACTA E MOTOR. DEMAIS ITENS COM PRAZO DE GARANTIA EXPIRADO.;WAY-194;CHAMADOS INDEVIDO - ERRO OPERACIONAL;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETROLEO S A;802787;W7HX1-3948059;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - S(NL/ID)22-211ES - 3948059 - S(NL/ID)22-211ES/BREQ/A3C2F2F4F12G6H7XBXJ2XL3YC/P2/A4B5C11E3F3G4L2/B2C2K2M3/F2/40,BLU;40,GRN";RTM;BR;RUA, PAJURA, 895, , VILA BURITI, MANAUS, AM, BR, BR, 69072065;SANTANA, DORLAN - TECHPETRO SOLUCOES SERVICOS DE MANUTENCAO LTDA;DISTRIBUIDORA EQUADOR DE PRODUTOS DE PETROLEO S A;13/06/2025 11:51:53;O ENDEREÇO DO POSTO NÃO FOI REPASSADO CORRETAMENTE, PELO SOLICITANTE.;5;6
8062227;92669440;;Oliveira, Cassio Fonseca Farias de (Cassio);BOMBA;GARANTIA COMERCIAL BOMBA;FECHADO;06/06/2025 11:37:25;32000;WAY-198;OUTROS;[GCB] VISITA AO POSTO PARA CHECK-UP REVISÃO DAS BOMBAS S:810804 / 810805 / 810806, AFIM DE VERIFICAR PONTOS FALHOS E CORRIGIR, POIS NO DIA 11/06 O POSTO RECEBERÁ A VISITA DE REDE DE POSTOS ( CLIENTES DFS WAYNE );URGENTE!;* EM CASO DE DÚVIDAS , CONTATAR O HELP DESK NO ATO DA VISITA.;WAY-OUTROS;WAY-OUTROS;AUTO POSTO DE ABASTECIMENTO ESTRELA DO OCEANO LTDA;810804;W7HXH-3993779;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(W/LU)33-33ES - 3993779 - H(W/LU)33-33ES/BRIPNI/A2C2F2F4F12G6H7XBXJ2XL3YC//A2B5C11E3F2G4L4/A7B2C2K2M3/AF2/40,GRN;40,GRN;40,ORN;40,ORN;40,YEL;40,YEL";RTM;;AVENIDA, LUCIO COSTA, 6410, , BARRA DA TIJUCA, RIO DE JANEIRO, RJ, BR, BR, 22620170;Mendes, Andre - M E A SILVA MENDES MANUTENCAO E REPARACAO ME;IPIRANGA PRODUTOS DE PETROLEO S A;09/06/2025 11:44:09;FOI REALIZADO VISTORIA NOS EQUIPAMENTOS CONFORME SOLICITADO. OS MESMOS NÃO APRESENTAM NENHUM DEFEITO OU VAZAMENTO QUE POSSAM COMPROMETÊ-LOS. EQUIPAMENTOS APTOS - OK;1;1
8062331;;183145;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA COMERCIAL BOMBA;FECHADO;06/06/2025 14:29:41;0;WAY-198;OUTROS;[GCB] CHAMADO DE REPOSIÇÃO - ENVIO DE 1 BLOCO MEDIDOR ( WM091357-0013CJ ) REFERENTE AO CHAMADO 8059723 - ORDEM DE ENVIO:183145;;;WAY-171;BLOCO MEDIDOR - TRAVADO POR SUJIDADE PROVENIENTE DO COMBUSTÍVEL;POSTO SAMAMBAIA LTDA;815622;W7GCEN-4017637;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 4017637 - 3/G2203P/BRPBR/A3G6H7//B3C4E3L4/A7C2/F2/70,YEL70,YEL;;;RODOVIA, BR 153, SN, QUADRA 034 LOTE 0001 KM 1294, SETOR CENTRAL, APARECIDA DE GOIANIA, GO, BR, BR, 74980180;;POSTO SAMAMBAIA LTDA;06/06/2025 14:29:41;ENVIO DE 1 BLOCO MEDIDOR ( WM091357-0013CJ ) REFERENTE AO CHAMADO 8059723;0;0
8062353;92669738;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 15:08:47;R$400,60;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI][GCB]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G2227PDR-S.809392;CNPJ: 12.056.613/0004-72 CONTATO: rusty Freitas Barbosa TELEFONE: (031)99758-9964 / (031)98744-6452 Partida inicial na bomba modelo: 3/G2227PDR-S.809392;WAY-304;PARTIDA INICIAL;MINERACAO USIMINAS S A;809392;W7GCEN-3985163;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2227PDR - 3985163 - 3/G2227PDR/BRVIBE/A2G8H7//B3C4E2L2/A7C2F6/F2/120,BLK,;;BR;FAZENDA, SAMAMBAIA, sn, , ZONA RURA, ITATIAIUCU, MG, BR, BR, 35685000;FREITAS, LUCIANO - BHPUMP DO BRASIL LTDA;VIBRA ENERGIA S A;;PI NÃO REALIZADA, POIS NÃO HAVIA ENERGIA E NEM PRODUTO NO POSTO. HOUVE VISITA TÉCNICA.;10;10
8062353;92669503;;de Freitas, Fabio (Contractor) (Fabio (Contractor) de Freitas);BOMBA;PARTIDA INICIAL;FECHADO;06/06/2025 15:08:47;R$400,60;WAY-183;SOLICITAÇÃO DE PARTIDA INICIAL;[PI][GCB]SOLICITAÇÃO DE PARTIDA INICIAL PARA DIA: 10/06/2025;Partida inicial na bomba modelo: 3/G2227PDR-S.809392;CNPJ: 12.056.613/0004-72 CONTATO: rusty Freitas Barbosa TELEFONE: (031)99758-9964 / (031)98744-6452 Partida inicial na bomba modelo: 3/G2227PDR-S.809392;WAY-304;PARTIDA INICIAL;MINERACAO USIMINAS S A;809392;W7GCEN-3985163;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2227PDR - 3985163 - 3/G2227PDR/BRVIBE/A2G8H7//B3C4E2L2/A7C2F6/F2/120,BLK,;;BR;FAZENDA, SAMAMBAIA, sn, , ZONA RURA, ITATIAIUCU, MG, BR, BR, 35685000;SANTOS, VANDERLEY - VANDERLEY PEREIRA DOS SANTOS;VIBRA ENERGIA S A;;PI NÃO REALIZADA, POIS NÃO HAVIA ENERGIA E NEM PRODUTO NO POSTO. HOUVE VISITA TÉCNICA.;10;10
8062385;92669518;;Nogueira, Victor M;BOMBA;GARANTIA COMERCIAL BOMBA;FECHADO;06/06/2025 15:20:18;33100;WAY-52;BOMBA NÃO PUXA;[GCB] BICOS DE DESCARGA DE DIESEL S500 NÃO ESTÃO LIBERANDO PRODUTO.;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;"Realizar as seguintes tarefas adicionais (conforme os boletins de serviços 008/2021 e 010/2020): 1- Verificar a função F43.00, se estiver programada como: F43.00=02, mantenha! Caso não esteja , programe para F43.00=02. 2- Enviar fotos das válvulas distribuidoras (vista superior e inferior), das sedes das válvulas distribuidoras, dos pistões e suas partes soltas e da etiqueta com número de série e data de fabricação do medidor; Responder no relatório do atendimento: A) Foi encontrado erro 41 nas estatísticas S21 e S22? B) Quais os valores das estatísticas S13.41 e S14.41? C) Foi encontrada borra de diesel no medidor?";WAY-191;CHAMADO INDEVIDO - LIMPEZA/DESTRAVAMENTO DO EIXO E ROTOR DA COMPACTA;POSTO CLARA LTDA;815754;W7HXH-4018186;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(W/LU)44-44ESU - 4018186 - H(W/LU)44-44ESU/BRRIO/A3C2F2F4F12G6H7XJ2XL3//A2B5C11E3F2G4L4/A7B2C2K2M3XD/AF2/40,GRN;40,GRN;40,SIL;40,SIL;40,BLU;40,BLU;40,RED;40,RED";;;RODOVIA, JOSE FRANCISCO DA SILVA, 250, , CHACARA BOM RETIRO, NOVA LIMA, MG, BR, BR, 34000000;SANTOS, VANDERLEY - VANDERLEY PEREIRA DOS SANTOS;DISTRIBUIDORA RIO BRANCO DE PETROLEO LTDA;10/06/2025 09:31:00;VERIFICADO QUE UNIDADE BOMBEADORA COMPACTA ESTAVA TRAVADA DEVIDO À BORRA DE DIESEL. FEITA LIMPEZA EM SEU INTERIOR E BOMBA FICOU FUNCIONANDO NORMALMENTE.;2;10
8062365;;;Lucas, Jefferson Monteiro da Silva;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;06/06/2025 16:16:49;0;WAY-198;OUTROS;[STB] CLIENTE CARLOS ENTROU EM CONTATO SOLICITANDO MANUTENÇÃO PARA O EQUIPAMENTO DE DIESEL S10 QUE NÃO ESTÁ LIBERANDO PRODUTO.;;;WAY-OUTROS;WAY-OUTROS;CACIQUE PETROLEO LTDA;818969;W7HXH-4037094;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)22-22SU - 4037094 - H(N/LU)22-22SU/BRWG/A3C2F2F4F12G6H7XJ2XL3//A2B5C11E3F2G4L2/A7B2C2M3XD/AF2/40,SIL;40,SIL;40,BLK;40,BLK";;;AVENIDA, PREFEITO WALL FERRAZ, 15100, , ANGELIM, TERESINA, PI, BR, BR, 64040840;;CACIQUE PETROLEO LTDA;06/06/2025 16:23:00;SOLICITADO BOLETIM DE LIMPEZA DE FILTRO, CLIENTE INFORMOU QUE NUNCA FOI REALIZADO LIMPEZA. INFORMADO OS ITENS 7 E 11 DO TERMO E QUE CASO FOSSE GERADO CHAMADO E MODO DE FALHA FOSSE RESOLVIDO COM LIMPEZA, O CUSTO PODERIA SER REVERTIDO PARA O POSTO.;0;0
8062393;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;06/06/2025 16:48:59;0;WAY-198;OUTROS;[STB][RTM] TC AUTORIZADO IMASEL ENTROU EM CONTATO DURANTE ATENDIMENTO PARTICULAR DE ERRO BTL 001, PARA PEDIR SUPORTE POIS NÃO CONSEGUIA ACESSAR A CPU PARA RETIRADA DO ERRO.;;;WAY-OUTROS;WAY-OUTROS;MONTE E FILHOS LTDA;806419;W7GCEN-3973338;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 3973338 - 3/G2203P/BRWG/A3G6YC//B3C4E3G4L2/A7C2/F2/40,RED40,YEL;RTM;;RODOVIA, ROD DUCA SERRA, 7000, , DISTRITO INDUSTRIAL, SANTANA, AP, BR, BR, 68929500;;MONTE E FILHOS LTDA;06/06/2025 16:55:00;LED D5 (RUN) ESTAVA TOTALMENTE APAGADO E D6 NUNCA ACENDIA AO CONECTAR A CPU NO NOTEBOOK. TC CHEGOU O CHIP PRINCIPAL DA CPU, E AO COLOCAR O DEDO ESTAVA EXTREMAMENTE QUENTE INDICANDO QUEIMA DA CPU.;0;0
8062397;;;Nogueira, Victor M;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;06/06/2025 16:56:28;0;WAY-198;OUTROS;[STB] TC RAFAEL DA TECHPETRO ENTROU EM CONTATO INFORMANDO QUE TODAS AS 6 BOMBAS HELIX DO POSTO APRESENTAM ERRO 16 NO INICIO DO ABASTECIMENTO DE FORMA INTERMITENTE. NUNCA ACONTECEU COM O TECNICO PRESENCIALMENTE.;;;WAY-OUTROS;WAY-OUTROS;MOCAPEL AUTO POSTO LTDA;815329;W7HXH-4017445;"BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - H(N/LU)22-22ESU - 4017445 - H(N/LU)22-22ESU/BRPBR/A3C2F2F4F12G6H7XJ2XL3//A2B5C11E3L4/A7B2C2K2M3/AF2/40,GRN;40,GRN;40,BLU;40,BLU";;;RODOVIA, BR 174, SN, KM 245, VILA NOVO PARAISO, CARACARAI, RR, BR, BR, 69360000;;MOCAPEL AUTO POSTO LTDA;06/06/2025 16:59:00;VERIFICADO MULTIPLOS ERROS 16 NAS ESTATISTICAS DE ERRO 21 E 22 DESTA BOMBA E EM OUTRAS. VALORES DE F08.61 E 62 E F09.61 E 62 = 3, F19.13=40. FALHA EM MULTIPLAS LINHAS (GAS. ET. DIESEL). TC RETORNARÁ PARA PROSSEGUIR INVESTIGAÇÃO.;0;0
8062559;92669604;183149;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA COMERCIAL BOMBA;ABERTO;09/06/2025 05:55:08;0;WAY-198;OUTROS;[GCB] CHAMADO DE ENVIO DE 1 BLOCO MEDIDOR DUO ( WM091357-0015CJ ) REFERENTE AO CHAMADO 8061709 - ORDEM DE ENVIO:183149;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;AGUARDAR CHEGADA DO MATERIAL PARA REALIZAR A SUBSTITUIÇÃO ATRIBUIR ATENDIMENTO AO CHAMADO:8062565;;;A L DE SOUSA LTDA;819116;W7GCEN-4041701;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 4041701 - 3/G2203P/BRWG/A3F2G6H7//B3C4E3L4/A7C2/F2/40,SIL40,BLK;;;AVENIDA, AV TANCREDO NEVES, S/N, , CENTRO, AMAPA DO MARANHAO, MA, BR, BR, 65293000;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;A L DE SOUSA LTDA;;;;
8062667;;;Lucas, Jefferson Monteiro da Silva;BOMBA;SUPORTE TECNICO BOMBA;FECHADO;09/06/2025 05:58:33;0;WAY-198;OUTROS;[STB] CLIENTE THIAGO ENTROU EM CONTATO INFORMANDO QUE O EQUIPAMENTO APRESENTA BAIXA VAZÃO NOS BICOS DE ETANOL.;;;WAY-OUTROS;WAY-OUTROS;AUTO POSTO FUNIL LTDA;812594;W7GCEN-4004129;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2207P - 4004129 - 3/G2207P/BRSHL/A2G6H7//B3C4E3L2M/A7C2K2/F2/40,GRN40,GRN;;SHELL;RODOVIA, ROD PR 151 KM 273, S N, , FUNIL, SENGES, PR, BR, BR, 84220000;;AUTO POSTO FUNIL LTDA;09/06/2025 05:59:33;SOLICITADO BOLETIM EM QUE FOI REALIZADO LIMPEZA PELA ULTIMA VEZ, CLIENTE NÃO ENVIOU, INFORMOU QUE SERÁ REALIZADO LIMPEZA ATÉ DIA 13/06, INFORMADO QUE APÓS LIMPEZA CASO PERSISTIR O MODO DE FALHA, PARA QUE NOS ENVIE O BOLETIM.;0;0
8062565;92669605;;dos Santos, Otacílio (Contractor) (Otacílio (Contractor) dos Santos);BOMBA;GARANTIA TÉCNICA;FECHADO;09/06/2025 06:24:29;219010;WAY-123;ERRO 50 LIMITE DE MOVIMENTOS IRREGULARES ATINGIDO NUM PULSER EM TRANSAÇÃO (FUNÇÃO F17.00);[GT] CHAMADO PARA REALIZAR A VISITA PARA TROCA DO BLOCO ENVIADO NO CHAMADO:8062559;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;AGUARDAR CHEGADA DO MATERIAL PARA REALIZAR A SUBSTITUIÇÃO;WAY-171;BLOCO MEDIDOR - TRAVADO POR SUJIDADE PROVENIENTE DO COMBUSTÍVEL;A L DE SOUSA LTDA;819116;W7GCEN-4041701;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G2203P - 4041701 - 3/G2203P/BRWG/A3F2G6H7//B3C4E3L4/A7C2/F2/40,SIL40,BLK;;;AVENIDA, AV TANCREDO NEVES, S/N, , CENTRO, AMAPA DO MARANHAO, MA, BR, BR, 65293000;MACIEL, FONTES FRANJAKSON - NTEC INSTALACOES HIDRAULICAS LTDA.;A L DE SOUSA LTDA;26/06/2025 06:24:29;REALIZADA SUBSTITUIÇÃO DO BLOCO MEDIDOR , SERIE BLOCO REMOVIDO : 178548 , SERIE DO BLOCO INSTALADO 185822;13;16
8062571;92669608;;Nogueira, Victor M;BOMBA;GARANTIA COMERCIAL BOMBA;FECHADO;09/06/2025 06:28:32;33100;WAY-52;BOMBA NÃO PUXA;[GCB] BICOS DE DESCARGA DE DIESEL S500 ESTÃO PARANDO DE LIBERAR PRODUTO ANTES DO TERMINO DO ABASTECIMENTO.;POR GENTILEZA, PROCEDER DA SEGUINTE FORMA:;"Realizar as seguintes tarefas adicionais (conforme os boletins de serviços 008/2021 e 010/2020): 1- Verificar a função F43.00, se estiver programada como: F43.00=02, mantenha! Caso não esteja , programe para F43.00=02. 2- Enviar fotos das válvulas distribuidoras (vista superior e inferior), das sedes das válvulas distribuidoras, dos pistões e suas partes soltas e da etiqueta com número de série e data de fabricação do medidor; Responder no relatório do atendimento: A) Foi encontrado erro 41 nas estatísticas S21 e S22? B) Quais os valores das estatísticas S13.41 e S14.41? C) Foi encontrada borra de diesel no medidor?";WAY-171;BLOCO MEDIDOR - TRAVADO POR SUJIDADE PROVENIENTE DO COMBUSTÍVEL;PETROSINOS COMERCIO DE COMBUSTIVEIS LTDA;813082;W7GVIS-4005137;BOMBA MEDIDORA DE COMBUSTIVEIS LIQUIDOS - 3/G3390P - 4005137 - 3/G3390P/BRWG/A2C2F2G6H7//B3C4E3L2/A2C2/F2/40,SIL50,SIL50,YEL50,YEL50,RED50,RED;;;AVENIDA, SENADOR SALGADO FILHO, 1670, , SCHARLAU, SAO LEOPOLDO, RS, BR, BR, 93125000;NEVES, - TEKSUL MANUTENÇÃO DE BOMBAS PARA COMBUSTÍVEL EIRELI;PETROSINOS COMERCIO DE COMBUSTIVEIS LTDA;10/06/2025 10:11:00;VERIFICADO PRESENÇA DE BORRA DE DIESEL NO INTERIOR DO BLOCO MEDIDOR E VÁLVULAS DISTRIBUIDORAS QUEBRADAS, SENDO NECESSÁRIA A TROCA DO BLOCO. F43.00 TROCADO DE 0 PARA 2.;1;5
